loan_id,customer_id,loan_amount,loan_term_months,interest_rate,loan_type,loan_status,loan_issue_date,loan_end_date
L018566,C01880,1829476,84,12.6,Education Loan,Closed,2025-07-28,2032-06-21
L018567,C02464,3849152,120,14.2,Auto Loan,Closed,2023-12-07,2033-10-15
L018568,C06864,857137,60,15.55,Business Loan,Active,2025-12-13,2030-11-17
L018569,C06479,1772508,120,8.07,Personal Loan,Active,2022-02-17,2031-12-27
L018570,C00340,753139,120,12.93,Credit Line,Active,2023-04-07,2033-02-13
L018571,C02234,2365656,120,8.39,Credit Line,Active,2025-06-16,2035-04-25
L018572,C00924,3201575,12,13.61,Education Loan,Closed,2023-04-27,2024-04-21
L018573,C06262,4530832,120,17.83,Home Loan,Active,2024-11-15,2034-09-24
L018574,C08572,4414612,84,15.3,Personal Loan,Closed,2023-11-08,2030-10-02
L018575,C03375,1442458,84,10.37,Auto Loan,Active,2022-06-26,2029-05-20
L018576,C01124,3897621,180,16.43,Credit Line,Closed,2022-03-14,2036-12-25
L018577,C05342,264592,48,7.94,Business Loan,Defaulted,2022-10-24,2026-10-03
L018578,C05598,1520702,240,14.23,Credit Line,Active,2025-08-07,2045-04-24
L018579,C01782,1025215,48,17.51,Home Loan,Active,2021-10-18,2025-09-27
L018580,C06036,3050352,12,9.97,Credit Line,Closed,2025-06-15,2026-06-10
L018581,C01514,4317051,36,7.87,Auto Loan,Active,2025-11-29,2028-11-13
L018582,C00411,3686387,60,16.84,Personal Loan,Defaulted,2021-01-31,2026-01-05
L018583,C08194,4435767,12,15.49,Home Loan,Active,2024-10-16,2025-10-11
L018584,C00183,2899861,12,10.49,Credit Line,Active,2023-07-13,2024-07-07
L018585,C08672,4110344,180,14.54,Credit Line,Closed,2023-05-24,2038-03-06
L018586,C01446,4484586,240,14.75,Home Loan,Closed,2021-10-13,2041-06-30
L018587,C00194,1030571,12,15.25,Auto Loan,Closed,2023-10-05,2024-09-29
L018588,C00334,1554502,12,7.39,Business Loan,Active,2021-10-20,2022-10-15
L018589,C07277,2099509,180,17.76,Home Loan,Closed,2023-12-09,2038-09-21
L018590,C09011,3110016,36,10.77,Auto Loan,Active,2021-04-24,2024-04-08
L018591,C01047,753600,24,15.48,Education Loan,Active,2023-03-21,2025-03-10
L018592,C09230,793499,60,14.57,Home Loan,Active,2025-07-04,2030-06-08
L018593,C00110,4548147,24,7.97,Auto Loan,Closed,2025-06-15,2027-06-05
L018594,C02326,2636888,120,11.14,Personal Loan,Closed,2021-05-06,2031-03-15
L018595,C05037,3024648,60,10.44,Auto Loan,Closed,2023-02-01,2028-01-06
L018596,C00269,2799290,240,17.21,Personal Loan,Active,2022-01-21,2041-10-08
L018597,C01203,3410563,84,15.73,Home Loan,Active,2024-10-28,2031-09-22
L018598,C08161,4175494,180,14.95,Business Loan,Active,2024-06-10,2039-03-24
L018599,C01626,4499328,24,11.73,Credit Line,Defaulted,2025-07-17,2027-07-07
L018600,C06162,287012,24,9.63,Personal Loan,Active,2025-07-13,2027-07-03
L018601,C05201,3622112,240,16.75,Personal Loan,Active,2021-07-18,2041-04-04
L018602,C07043,2905293,48,11.52,Education Loan,Active,2022-08-06,2026-07-16
L018603,C05056,2086007,36,11.1,Education Loan,Closed,2022-11-24,2025-11-08
L018604,C03569,3030068,240,13.82,Personal Loan,Active,2023-07-29,2043-04-15
L018605,C04557,918746,240,13.66,Home Loan,Active,2022-12-24,2042-09-10
L018606,C05617,2114005,48,8.36,Credit Line,Active,2023-09-28,2027-09-07
L018607,C05316,4303582,24,7.58,Business Loan,Active,2021-12-19,2023-12-09
L018608,C08820,497266,48,15.52,Auto Loan,Closed,2023-08-08,2027-07-18
L018609,C04972,4875131,180,9.14,Personal Loan,Active,2021-04-08,2036-01-20
L018610,C02115,2646508,60,10.51,Credit Line,Active,2022-09-12,2027-08-17
L018611,C05303,1300809,180,16.38,Business Loan,Active,2022-12-30,2037-10-12
L018612,C00912,3728795,84,15.13,Auto Loan,Active,2025-04-16,2032-03-10
L018613,C07391,4540417,120,8.16,Home Loan,Closed,2023-03-18,2033-01-24
L018614,C05054,1718401,24,15.31,Credit Line,Closed,2022-12-02,2024-11-21
L018615,C06652,2346588,24,13.42,Home Loan,Closed,2023-01-14,2025-01-03
L018616,C07702,930990,180,12.39,Home Loan,Active,2025-03-10,2039-12-22
L018617,C02427,4894211,180,10.2,Education Loan,Active,2024-05-09,2039-02-20
L018618,C00332,4519866,24,15.78,Credit Line,Closed,2025-08-29,2027-08-19
L018619,C09143,1087915,48,10.26,Credit Line,Closed,2021-03-28,2025-03-07
L018620,C06286,4738985,120,13.53,Home Loan,Closed,2021-02-25,2031-01-04
L018621,C08046,1074371,120,11.74,Business Loan,Active,2025-08-03,2035-06-12
L018622,C07801,1281818,12,12.1,Home Loan,Closed,2022-01-13,2023-01-08
L018623,C00344,2486104,36,13.59,Business Loan,Active,2025-02-10,2028-01-26
L018624,C05648,3188423,36,11.14,Education Loan,Active,2024-07-09,2027-06-24
L018625,C01118,2590060,240,16.85,Home Loan,Active,2023-01-30,2042-10-17
L018626,C02906,826185,12,10.88,Auto Loan,Defaulted,2023-02-03,2024-01-29
L018627,C01302,3017478,36,15.5,Home Loan,Closed,2021-10-31,2024-10-15
L018628,C05553,691259,48,11.48,Home Loan,Active,2021-08-12,2025-07-22
L018629,C04344,1131429,12,9.58,Personal Loan,Closed,2021-07-16,2022-07-11
L018630,C06221,3742893,48,11.32,Education Loan,Closed,2025-05-30,2029-05-09
L018631,C01385,2265586,180,9.76,Home Loan,Active,2025-10-02,2040-07-15
L018632,C09626,2635801,84,13.84,Auto Loan,Defaulted,2023-01-02,2029-11-26
L018633,C03183,4098069,240,10.48,Home Loan,Active,2021-08-30,2041-05-17
L018634,C00047,3960432,12,8.33,Business Loan,Active,2022-10-14,2023-10-09
L018635,C04189,2278249,36,10.45,Credit Line,Active,2024-01-17,2027-01-01
L018636,C07834,1030369,36,13.14,Business Loan,Active,2025-02-17,2028-02-02
L018637,C05742,3255947,36,12.08,Business Loan,Closed,2025-05-05,2028-04-19
L018638,C03105,697841,12,8.44,Auto Loan,Defaulted,2021-10-03,2022-09-28
L018639,C07032,3511757,84,15.99,Home Loan,Defaulted,2021-09-30,2028-08-24
L018640,C07250,4071273,180,7.16,Education Loan,Closed,2024-03-13,2038-12-25
L018641,C02806,1166663,24,16.1,Education Loan,Closed,2025-09-17,2027-09-07
L018642,C03347,2624580,60,17.75,Credit Line,Active,2021-08-08,2026-07-13
L018643,C02580,1056825,24,7.67,Personal Loan,Active,2021-12-28,2023-12-18
L018644,C07124,4632493,12,14.43,Home Loan,Closed,2025-02-16,2026-02-11
L018645,C00773,4422211,180,16.39,Education Loan,Closed,2024-01-03,2038-10-16
L018646,C06208,347939,120,13.77,Credit Line,Active,2025-06-19,2035-04-28
L018647,C09328,3477997,120,15.91,Education Loan,Active,2022-03-04,2032-01-11
L018648,C03574,4713055,84,14.62,Home Loan,Active,2025-12-13,2032-11-06
L018649,C09635,1768145,48,11.4,Education Loan,Closed,2025-11-02,2029-10-12
L018650,C01126,4028106,36,7.19,Education Loan,Active,2023-07-07,2026-06-21
L018651,C05468,2254823,180,13.29,Credit Line,Closed,2024-10-29,2039-08-12
L018652,C06756,3533060,12,7.71,Business Loan,Closed,2021-10-12,2022-10-07
L018653,C01951,3766016,60,12.87,Auto Loan,Active,2025-08-17,2030-07-22
L018654,C05006,1494383,48,17.66,Home Loan,Active,2021-03-28,2025-03-07
L018655,C01160,4321937,84,11.41,Auto Loan,Closed,2021-03-02,2028-01-25
L018656,C01667,4611595,24,7.42,Home Loan,Active,2024-09-16,2026-09-06
L018657,C07423,3486473,120,16.58,Auto Loan,Active,2025-09-08,2035-07-18
L018658,C09225,2630622,24,16.7,Business Loan,Active,2021-01-10,2022-12-31
L018659,C08127,4658076,240,7.65,Home Loan,Active,2024-02-08,2043-10-26
L018660,C05219,4243656,60,17.94,Business Loan,Active,2023-08-09,2028-07-13
L018661,C06208,1685345,120,9.09,Personal Loan,Closed,2023-06-09,2033-04-17
L018662,C07307,3051910,24,7.17,Auto Loan,Active,2023-01-26,2025-01-15
L018663,C09351,1241359,84,7.65,Personal Loan,Active,2021-08-17,2028-07-11
L018664,C02324,789484,24,11.35,Business Loan,Closed,2024-08-25,2026-08-15
L018665,C08809,3818958,12,11.1,Home Loan,Closed,2024-03-22,2025-03-17
L018666,C00339,2805450,120,12.6,Home Loan,Active,2022-09-28,2032-08-06
L018667,C00111,4362376,12,17.28,Education Loan,Active,2023-01-14,2024-01-09
L018668,C08844,1832792,24,17.56,Business Loan,Closed,2021-10-11,2023-10-01
L018669,C05589,4138706,120,11.4,Business Loan,Active,2025-10-07,2035-08-16
L018670,C02097,1263962,84,8.58,Education Loan,Defaulted,2021-11-03,2028-09-27
L018671,C08140,346233,60,11.63,Credit Line,Defaulted,2022-07-05,2027-06-09
L018672,C00078,3617314,24,8.01,Personal Loan,Active,2021-08-16,2023-08-06
L018673,C05011,1061293,24,15.65,Business Loan,Active,2021-09-28,2023-09-18
L018674,C07606,1783420,48,7.38,Business Loan,Closed,2024-10-24,2028-10-03
L018675,C09646,1191375,120,8.86,Business Loan,Active,2022-05-29,2032-04-06
L018676,C04763,4010603,12,14.4,Education Loan,Closed,2021-07-04,2022-06-29
L018677,C07957,1059982,36,12.36,Auto Loan,Active,2023-07-16,2026-06-30
L018678,C09910,2019266,180,10.12,Business Loan,Active,2024-11-24,2039-09-07
L018679,C02031,4772998,36,17.06,Auto Loan,Defaulted,2025-07-16,2028-06-30
L018680,C00466,379953,180,16.51,Credit Line,Active,2021-06-05,2036-03-18
L018681,C06246,2669553,60,7.54,Credit Line,Active,2021-10-18,2026-09-22
L018682,C07438,2517786,12,14.26,Personal Loan,Closed,2024-01-02,2024-12-27
L018683,C08304,569887,12,11.65,Auto Loan,Closed,2025-03-15,2026-03-10
L018684,C03514,1196729,120,11.89,Credit Line,Active,2025-03-14,2035-01-21
L018685,C09733,2179351,84,9.56,Auto Loan,Active,2021-06-08,2028-05-02
L018686,C01279,3345108,180,9.32,Home Loan,Active,2023-03-25,2038-01-05
L018687,C04103,310680,84,9.39,Personal Loan,Closed,2025-05-10,2032-04-03
L018688,C09878,4910173,84,7.14,Home Loan,Active,2024-07-08,2031-06-02
L018689,C05404,1308450,120,10.3,Business Loan,Active,2021-09-07,2031-07-17
L018690,C02317,926469,120,7.79,Auto Loan,Closed,2021-06-20,2031-04-29
L018691,C09769,1396381,24,11.08,Home Loan,Closed,2023-01-15,2025-01-04
L018692,C05621,4384283,12,11.07,Education Loan,Closed,2024-04-18,2025-04-13
L018693,C08737,2728057,60,14.78,Personal Loan,Closed,2023-01-14,2027-12-19
L018694,C09336,4871229,36,9.17,Business Loan,Active,2023-10-03,2026-09-17
L018695,C03173,3826938,84,17.98,Business Loan,Active,2025-02-25,2032-01-20
L018696,C06531,198611,12,17.88,Personal Loan,Active,2021-08-08,2022-08-03
L018697,C00460,4782956,12,9.95,Auto Loan,Active,2022-03-26,2023-03-21
L018698,C06893,3186047,84,10.42,Business Loan,Closed,2021-07-02,2028-05-26
L018699,C06263,809429,120,10.23,Personal Loan,Active,2023-04-27,2033-03-05
L018700,C02257,4236276,120,14.0,Personal Loan,Active,2022-10-11,2032-08-19
L018701,C05492,3052443,180,9.91,Business Loan,Active,2024-11-16,2039-08-30
L018702,C07478,2276168,120,11.06,Education Loan,Closed,2025-01-22,2034-12-01
L018703,C06708,2653755,180,17.22,Auto Loan,Active,2023-09-18,2038-07-01
L018704,C09896,3113442,36,8.59,Personal Loan,Closed,2022-10-05,2025-09-19
L018705,C03957,235015,36,9.47,Personal Loan,Active,2021-08-12,2024-07-27
L018706,C00765,777650,240,7.73,Home Loan,Active,2024-09-28,2044-06-15
L018707,C09939,2301373,24,7.47,Business Loan,Active,2025-05-20,2027-05-10
L018708,C07300,4518661,84,7.18,Auto Loan,Closed,2024-03-25,2031-02-17
L018709,C08146,4242446,120,10.31,Business Loan,Active,2025-11-21,2035-09-30
L018710,C09496,679139,48,11.18,Education Loan,Defaulted,2025-05-21,2029-04-30
L018711,C03620,4250759,60,10.18,Business Loan,Active,2025-09-20,2030-08-25
L018712,C07853,1687225,12,14.39,Business Loan,Active,2024-04-19,2025-04-14
L018713,C03949,2932675,84,16.05,Education Loan,Closed,2022-02-22,2029-01-16
L018714,C07802,2489688,48,15.63,Credit Line,Defaulted,2024-06-12,2028-05-22
L018715,C00438,4309369,48,9.64,Business Loan,Closed,2025-10-29,2029-10-08
L018716,C05876,1128482,48,10.92,Credit Line,Active,2024-07-12,2028-06-21
L018717,C05587,959754,84,8.05,Personal Loan,Closed,2021-07-13,2028-06-06
L018718,C07204,1455015,60,9.82,Education Loan,Active,2021-03-06,2026-02-08
L018719,C00531,467005,24,9.79,Personal Loan,Closed,2021-01-29,2023-01-19
L018720,C07317,327318,48,14.58,Personal Loan,Closed,2025-10-12,2029-09-21
L018721,C06038,158628,24,12.71,Auto Loan,Defaulted,2025-06-04,2027-05-25
L018722,C07727,2447517,24,15.44,Credit Line,Closed,2025-12-31,2027-12-21
L018723,C03928,4561896,48,12.28,Personal Loan,Closed,2022-05-15,2026-04-24
L018724,C03147,2963392,240,14.21,Personal Loan,Active,2024-05-27,2044-02-12
L018725,C00907,2900877,12,7.95,Home Loan,Active,2024-10-29,2025-10-24
L018726,C08029,734593,24,13.96,Education Loan,Active,2023-05-20,2025-05-09
L018727,C06197,1779480,240,16.97,Business Loan,Active,2025-12-01,2045-08-18
L018728,C02524,3158616,180,7.15,Personal Loan,Active,2024-07-12,2039-04-25
L018729,C09110,1516942,120,11.42,Credit Line,Active,2023-08-24,2033-07-02
L018730,C06402,2427493,240,15.36,Business Loan,Closed,2023-06-09,2043-02-24
L018731,C06131,3207361,60,9.21,Business Loan,Closed,2022-04-09,2027-03-14
L018732,C08993,957582,60,10.77,Personal Loan,Active,2024-03-03,2029-02-05
L018733,C09882,4372215,180,11.25,Credit Line,Active,2022-12-14,2037-09-26
L018734,C09785,2358617,36,7.36,Auto Loan,Closed,2023-09-10,2026-08-25
L018735,C07814,2642665,60,15.64,Auto Loan,Active,2025-07-08,2030-06-12
L018736,C09530,1497046,84,7.17,Credit Line,Active,2021-11-07,2028-10-01
L018737,C09647,2048491,84,13.89,Credit Line,Closed,2023-08-01,2030-06-25
L018738,C06711,2593363,240,11.05,Personal Loan,Closed,2022-12-09,2042-08-26
L018739,C00581,3100506,84,14.02,Home Loan,Active,2022-01-03,2028-11-27
L018740,C05213,3078759,48,7.45,Home Loan,Defaulted,2024-07-24,2028-07-03
L018741,C06560,3230563,180,16.65,Business Loan,Closed,2025-06-13,2040-03-26
L018742,C01379,4299584,24,9.79,Business Loan,Active,2024-05-19,2026-05-09
L018743,C02505,1658480,48,12.94,Business Loan,Closed,2022-11-04,2026-10-14
L018744,C06653,670610,240,9.48,Auto Loan,Active,2024-04-29,2044-01-15
L018745,C05970,3167125,36,8.43,Education Loan,Closed,2024-10-07,2027-09-22
L018746,C00164,2830243,48,10.55,Personal Loan,Closed,2023-10-15,2027-09-24
L018747,C08542,4465049,48,12.63,Business Loan,Active,2024-09-05,2028-08-15
L018748,C04424,4238244,120,15.01,Education Loan,Defaulted,2025-04-18,2035-02-25
L018749,C09218,2918440,84,15.27,Home Loan,Closed,2024-03-15,2031-02-07
L018750,C02336,4711065,60,17.23,Auto Loan,Active,2023-10-15,2028-09-18
L018751,C00958,2676898,48,9.67,Home Loan,Closed,2021-06-10,2025-05-20
L018752,C01455,2193736,84,12.44,Business Loan,Active,2024-05-24,2031-04-18
L018753,C01245,4089322,24,9.38,Auto Loan,Closed,2024-03-11,2026-03-01
L018754,C06752,3872505,24,17.31,Home Loan,Active,2022-09-07,2024-08-27
L018755,C08314,229577,48,14.37,Auto Loan,Active,2021-12-08,2025-11-17
L018756,C01458,247486,60,14.98,Credit Line,Active,2023-08-09,2028-07-13
L018757,C03813,3196190,84,12.99,Home Loan,Defaulted,2024-09-11,2031-08-06
L018758,C09843,801419,12,17.02,Education Loan,Closed,2025-07-22,2026-07-17
L018759,C04073,2662898,60,11.32,Home Loan,Active,2023-10-11,2028-09-14
L018760,C08964,2261208,180,16.99,Education Loan,Closed,2021-02-09,2035-11-23
L018761,C06213,690376,240,9.27,Auto Loan,Active,2023-11-07,2043-07-25
L018762,C01744,1205272,12,10.3,Home Loan,Active,2021-09-21,2022-09-16
L018763,C08924,2879343,180,10.59,Credit Line,Active,2022-06-18,2037-03-31
L018764,C04731,2304015,12,14.08,Home Loan,Active,2022-04-09,2023-04-04
L018765,C01683,3396490,240,9.82,Business Loan,Active,2024-02-02,2043-10-20
L018766,C04266,1725224,36,13.88,Home Loan,Active,2025-04-08,2028-03-23
L018767,C05772,2990345,84,14.51,Education Loan,Defaulted,2022-02-01,2028-12-26
L018768,C04528,3348736,12,9.39,Education Loan,Closed,2023-07-29,2024-07-23
L018769,C09403,3153677,180,11.99,Auto Loan,Closed,2022-08-31,2037-06-13
L018770,C05308,3168102,12,7.84,Home Loan,Active,2025-03-07,2026-03-02
L018771,C05749,3522268,240,12.21,Auto Loan,Closed,2025-09-19,2045-06-06
L018772,C06903,4387431,12,11.55,Personal Loan,Active,2022-01-18,2023-01-13
L018773,C09364,4533711,60,7.23,Personal Loan,Closed,2021-04-01,2026-03-06
L018774,C09125,1342169,84,10.25,Education Loan,Active,2022-09-25,2029-08-19
L018775,C00211,1705194,24,8.65,Education Loan,Closed,2025-10-15,2027-10-05
L018776,C09860,596243,180,7.63,Education Loan,Active,2022-08-02,2037-05-15
L018777,C01613,3708890,24,14.56,Business Loan,Active,2021-03-26,2023-03-16
L018778,C05526,77477,120,16.83,Home Loan,Defaulted,2024-01-20,2033-11-28
L018779,C00083,2204247,60,11.54,Home Loan,Active,2023-11-05,2028-10-09
L018780,C06365,3119194,180,15.84,Business Loan,Active,2024-10-31,2039-08-14
L018781,C03851,979381,120,9.24,Personal Loan,Active,2024-02-10,2033-12-19
L018782,C05305,4439838,240,12.05,Auto Loan,Active,2021-12-21,2041-09-07
L018783,C00798,4067231,60,15.04,Home Loan,Defaulted,2021-02-10,2026-01-15
L018784,C04609,545872,180,9.15,Personal Loan,Active,2024-02-21,2038-12-04
L018785,C05551,4970579,84,13.9,Education Loan,Active,2024-12-16,2031-11-10
L018786,C08209,2719101,48,12.16,Business Loan,Active,2025-12-21,2029-11-30
L018787,C00555,4955383,180,10.09,Education Loan,Active,2022-02-03,2036-11-16
L018788,C09519,480062,240,13.3,Education Loan,Closed,2024-11-02,2044-07-20
L018789,C04365,2267796,120,14.91,Education Loan,Active,2023-08-29,2033-07-07
L018790,C03305,2471284,60,9.78,Auto Loan,Active,2025-02-15,2030-01-20
L018791,C07540,938718,60,13.82,Home Loan,Active,2025-11-08,2030-10-13
L018792,C05531,1631242,84,13.92,Business Loan,Closed,2023-08-15,2030-07-09
L018793,C09130,2384285,180,14.26,Auto Loan,Active,2022-12-03,2037-09-15
L018794,C05280,792676,60,12.76,Home Loan,Active,2021-10-22,2026-09-26
L018795,C04618,2304520,12,8.04,Personal Loan,Closed,2023-01-02,2023-12-28
L018796,C04359,2273958,48,17.4,Education Loan,Closed,2022-05-08,2026-04-17
L018797,C06505,2810941,48,10.7,Personal Loan,Closed,2024-04-26,2028-04-05
L018798,C05232,4867029,240,12.91,Credit Line,Defaulted,2024-06-24,2044-03-11
L018799,C03897,1607159,84,14.64,Business Loan,Closed,2025-05-23,2032-04-16
L018800,C03663,1040971,120,14.07,Home Loan,Closed,2025-06-28,2035-05-07
L018801,C02370,4939735,240,11.83,Personal Loan,Active,2025-02-07,2044-10-25
L018802,C09716,3498910,24,12.27,Education Loan,Active,2025-11-24,2027-11-14
L018803,C04864,1386528,48,11.21,Home Loan,Active,2023-11-02,2027-10-12
L018804,C06248,1661000,240,7.51,Personal Loan,Active,2024-04-24,2044-01-10
L018805,C09117,3719403,120,9.83,Auto Loan,Closed,2025-05-07,2035-03-16
L018806,C01404,2656386,84,10.69,Education Loan,Active,2025-10-09,2032-09-02
L018807,C02494,2190325,180,9.14,Auto Loan,Active,2021-05-23,2036-03-05
L018808,C09279,4640429,120,12.12,Credit Line,Closed,2023-07-16,2033-05-24
L018809,C08105,3892274,24,15.62,Personal Loan,Active,2025-02-14,2027-02-04
L018810,C09413,4027595,240,10.59,Business Loan,Defaulted,2024-11-12,2044-07-30
L018811,C01711,4434510,12,17.99,Personal Loan,Closed,2024-04-04,2025-03-30
L018812,C04218,1402376,84,17.65,Education Loan,Active,2023-08-04,2030-06-28
L018813,C05777,3888269,24,9.85,Personal Loan,Closed,2022-06-19,2024-06-08
L018814,C05746,3249604,48,8.78,Business Loan,Active,2022-06-23,2026-06-02
L018815,C02705,206198,120,12.92,Home Loan,Active,2024-09-13,2034-07-23
L018816,C08734,858555,84,15.18,Home Loan,Active,2022-03-24,2029-02-15
L018817,C06005,2495201,24,13.43,Education Loan,Closed,2021-08-13,2023-08-03
L018818,C02301,2717718,180,9.14,Business Loan,Active,2023-05-02,2038-02-12
L018819,C05643,3564253,180,15.98,Business Loan,Closed,2022-01-31,2036-11-13
L018820,C03179,1738157,60,10.3,Business Loan,Active,2021-11-18,2026-10-23
L018821,C02531,2809071,120,16.14,Education Loan,Active,2025-08-09,2035-06-18
L018822,C03988,914641,24,9.11,Home Loan,Active,2024-06-28,2026-06-18
L018823,C02984,505594,60,16.75,Home Loan,Closed,2023-05-18,2028-04-21
L018824,C06662,1241131,120,10.57,Credit Line,Active,2023-06-19,2033-04-27
L018825,C01923,4174676,24,10.73,Education Loan,Closed,2023-12-06,2025-11-25
L018826,C01926,828814,84,16.34,Business Loan,Closed,2025-02-09,2032-01-04
L018827,C06776,4645842,12,7.41,Home Loan,Active,2024-01-19,2025-01-13
L018828,C06313,319557,84,7.96,Education Loan,Active,2023-12-26,2030-11-19
L018829,C03685,1287685,48,7.37,Education Loan,Active,2021-10-06,2025-09-15
L018830,C05506,2584945,84,8.73,Credit Line,Closed,2023-11-27,2030-10-21
L018831,C01557,1444540,48,11.23,Home Loan,Active,2025-07-13,2029-06-22
L018832,C07014,2316690,84,12.96,Credit Line,Active,2022-01-06,2028-11-30
L018833,C01937,4635212,120,9.33,Auto Loan,Active,2021-06-25,2031-05-04
L018834,C05891,3558425,84,11.35,Credit Line,Closed,2022-04-23,2029-03-17
L018835,C00188,3824332,84,14.6,Home Loan,Closed,2021-03-05,2028-01-28
L018836,C00915,1011203,48,13.18,Home Loan,Closed,2025-07-27,2029-07-06
L018837,C05724,3429480,240,13.49,Business Loan,Active,2023-08-04,2043-04-21
L018838,C06612,715792,48,14.66,Credit Line,Active,2022-11-30,2026-11-09
L018839,C02072,4026294,240,16.68,Education Loan,Active,2021-06-03,2041-02-18
L018840,C09290,544301,24,9.72,Auto Loan,Active,2023-10-19,2025-10-08
L018841,C02815,989666,12,7.89,Personal Loan,Active,2021-08-24,2022-08-19
L018842,C07766,4482576,24,7.59,Education Loan,Closed,2023-06-24,2025-06-13
L018843,C09459,4520914,60,15.97,Personal Loan,Active,2024-08-24,2029-07-29
L018844,C03607,4595792,84,10.54,Business Loan,Active,2022-08-14,2029-07-08
L018845,C01632,911512,48,16.2,Personal Loan,Closed,2021-12-15,2025-11-24
L018846,C03353,2135333,12,17.79,Credit Line,Closed,2024-06-28,2025-06-23
L018847,C04125,3706784,84,15.83,Business Loan,Closed,2023-09-30,2030-08-24
L018848,C09391,3726408,48,13.2,Business Loan,Closed,2022-01-30,2026-01-09
L018849,C09305,1500112,36,15.69,Business Loan,Active,2022-07-13,2025-06-27
L018850,C09742,4309344,24,14.23,Business Loan,Closed,2023-09-26,2025-09-15
L018851,C03192,4761676,36,7.78,Auto Loan,Closed,2024-01-22,2027-01-06
L018852,C01450,3870110,12,7.56,Business Loan,Active,2021-07-24,2022-07-19
L018853,C02943,4624311,120,17.79,Auto Loan,Active,2022-03-01,2032-01-08
L018854,C07809,3503669,84,15.7,Credit Line,Active,2022-04-22,2029-03-16
L018855,C09206,2794685,12,15.9,Business Loan,Active,2021-04-19,2022-04-14
L018856,C01307,3957679,240,15.07,Credit Line,Active,2022-06-25,2042-03-12
L018857,C02459,519971,84,11.63,Business Loan,Active,2022-06-15,2029-05-09
L018858,C02215,1634250,36,16.23,Home Loan,Closed,2023-03-20,2026-03-04
L018859,C00651,1048856,24,16.29,Education Loan,Defaulted,2022-09-24,2024-09-13
L018860,C05418,4399708,12,8.78,Auto Loan,Active,2025-03-21,2026-03-16
L018861,C03629,376366,48,11.05,Personal Loan,Active,2023-07-07,2027-06-16
L018862,C06309,4375777,36,7.89,Credit Line,Closed,2023-10-18,2026-10-02
L018863,C02598,4050804,120,8.27,Personal Loan,Closed,2023-06-15,2033-04-23
L018864,C06427,4863320,84,9.63,Education Loan,Closed,2023-12-01,2030-10-25
L018865,C05444,1533707,36,13.75,Home Loan,Closed,2021-02-02,2024-01-18
L018866,C07117,3634050,48,12.29,Auto Loan,Closed,2021-04-16,2025-03-26
L018867,C07469,2533565,48,9.8,Auto Loan,Active,2024-10-23,2028-10-02
L018868,C01694,1884941,84,11.1,Credit Line,Active,2021-05-01,2028-03-25
L018869,C01980,816561,120,13.7,Home Loan,Defaulted,2024-06-26,2034-05-05
L018870,C08544,4686560,48,11.25,Personal Loan,Closed,2021-08-16,2025-07-26
L018871,C01569,3128893,48,7.85,Auto Loan,Closed,2023-09-29,2027-09-08
L018872,C07045,2600896,180,7.93,Auto Loan,Active,2022-12-24,2037-10-06
L018873,C02934,4798659,24,8.1,Credit Line,Closed,2024-11-29,2026-11-19
L018874,C07278,3988083,240,11.67,Personal Loan,Closed,2022-12-24,2042-09-10
L018875,C07253,1846993,180,11.9,Education Loan,Closed,2023-11-03,2038-08-16
L018876,C07694,2083735,36,7.06,Auto Loan,Active,2024-01-14,2026-12-29
L018877,C06018,739617,12,9.86,Personal Loan,Active,2021-10-28,2022-10-23
L018878,C08153,2988910,36,11.72,Auto Loan,Closed,2023-06-22,2026-06-06
L018879,C01591,1272506,180,8.64,Business Loan,Active,2025-11-18,2040-08-31
L018880,C04285,3484270,60,8.57,Education Loan,Active,2022-05-13,2027-04-17
L018881,C06034,515303,84,12.69,Education Loan,Active,2021-09-21,2028-08-15
L018882,C00612,2900232,48,8.94,Home Loan,Closed,2021-09-11,2025-08-21
L018883,C05097,4576478,240,7.34,Business Loan,Active,2022-12-05,2042-08-22
L018884,C03761,4581976,120,16.12,Education Loan,Active,2021-05-17,2031-03-26
L018885,C08965,1109765,240,12.53,Personal Loan,Closed,2021-09-07,2041-05-25
L018886,C08386,3565215,12,11.7,Education Loan,Active,2022-04-25,2023-04-20
L018887,C09629,3686902,180,12.43,Business Loan,Active,2023-06-11,2038-03-24
L018888,C08174,2924166,240,16.46,Personal Loan,Closed,2025-05-27,2045-02-11
L018889,C09320,1763020,60,10.07,Home Loan,Active,2023-04-22,2028-03-26
L018890,C00795,3450706,180,11.66,Home Loan,Active,2023-08-19,2038-06-01
L018891,C05492,3215349,12,16.5,Credit Line,Closed,2025-02-21,2026-02-16
L018892,C09833,1021363,24,11.55,Auto Loan,Closed,2021-10-21,2023-10-11
L018893,C07349,4873639,48,9.96,Credit Line,Closed,2023-12-01,2027-11-10
L018894,C03263,2313667,180,7.42,Home Loan,Closed,2022-08-30,2037-06-12
L018895,C01426,3014182,48,17.48,Personal Loan,Active,2021-04-04,2025-03-14
L018896,C08871,3880109,84,12.61,Business Loan,Defaulted,2021-05-23,2028-04-16
L018897,C07363,4669330,24,16.61,Education Loan,Defaulted,2025-12-08,2027-11-28
L018898,C06199,2528051,84,8.85,Education Loan,Active,2021-03-02,2028-01-25
L018899,C06637,4417178,180,13.86,Auto Loan,Active,2021-08-01,2036-05-14
