customer_id,credit_score,debt_to_income_ratio,late_payments,loan_default,risk_category
C07682,686,0.5,1,0,Medium Risk
C07683,743,0.35,1,0,Medium Risk
C07684,776,0.18,2,1,Low Risk
C07685,697,0.26,2,0,Medium Risk
C07686,774,0.53,3,0,Low Risk
C07687,640,0.39,3,0,Medium Risk
C07688,751,0.39,3,0,Low Risk
C07689,709,0.12,0,0,Medium Risk
C07690,645,0.42,4,0,Medium Risk
C07691,776,0.35,0,0,Low Risk
C07692,562,0.63,2,1,High Risk
C07693,665,0.33,0,0,Medium Risk
C07694,690,0.47,1,0,Medium Risk
C07695,822,0.66,2,0,Low Risk
C07696,679,0.44,3,0,Medium Risk
C07697,679,0.12,4,0,Medium Risk
C07698,789,0.16,2,0,Low Risk
C07699,700,0.68,0,0,Medium Risk
C07700,619,0.43,1,0,Medium Risk
C07701,850,0.21,1,0,Low Risk
C07702,772,0.44,0,0,Low Risk
C07703,661,0.67,2,0,Medium Risk
C07704,678,0.13,1,0,Medium Risk
C07705,588,0.42,1,0,High Risk
C07706,713,0.18,3,0,Medium Risk
C07707,774,0.37,1,0,Low Risk
C07708,528,0.49,5,0,High Risk
C07709,708,0.38,3,0,Medium Risk
C07710,560,0.68,2,0,High Risk
C07711,661,0.45,2,0,Medium Risk
C07712,704,0.68,2,0,Medium Risk
C07713,706,0.29,2,0,Medium Risk
C07714,850,0.11,2,0,Low Risk
C07715,715,0.19,3,0,Medium Risk
C07716,639,0.14,3,0,Medium Risk
C07717,605,0.54,1,0,Medium Risk
C07718,639,0.21,4,0,Medium Risk
C07719,723,0.55,0,0,Medium Risk
C07720,531,0.42,1,1,High Risk
C07721,581,0.23,0,0,High Risk
C07722,716,0.47,4,0,Medium Risk
C07723,673,0.11,2,0,Medium Risk
C07724,732,0.3,1,0,Medium Risk
C07725,617,0.57,2,0,Medium Risk
C07726,636,0.55,2,1,Medium Risk
C07727,786,0.57,2,0,Low Risk
C07728,749,0.45,2,0,Medium Risk
C07729,553,0.44,3,1,High Risk
C07730,532,0.34,1,1,High Risk
C07731,596,0.67,1,0,High Risk
C07732,637,0.67,3,0,Medium Risk
C07733,774,0.11,0,0,Low Risk
C07734,577,0.68,5,1,High Risk
C07735,756,0.62,1,0,Low Risk
C07736,656,0.46,1,0,Medium Risk
C07737,677,0.29,2,0,Medium Risk
C07738,650,0.35,3,0,Medium Risk
C07739,719,0.61,1,0,Medium Risk
C07740,779,0.19,0,0,Low Risk
C07741,625,0.47,4,0,Medium Risk
C07742,789,0.24,0,0,Low Risk
C07743,766,0.33,3,0,Low Risk
C07744,664,0.1,1,0,Medium Risk
C07745,631,0.68,3,0,Medium Risk
C07746,816,0.17,2,0,Low Risk
C07747,665,0.56,1,0,Medium Risk
C07748,672,0.44,1,0,Medium Risk
C07749,727,0.6,1,0,Medium Risk
C07750,759,0.41,1,0,Low Risk
C07751,811,0.69,3,0,Low Risk
C07752,737,0.46,2,0,Medium Risk
C07753,703,0.47,3,0,Medium Risk
C07754,711,0.65,2,0,Medium Risk
C07755,578,0.25,2,0,High Risk
C07756,662,0.32,0,0,Medium Risk
C07757,601,0.5,4,0,Medium Risk
C07758,764,0.18,3,0,Low Risk
C07759,631,0.59,1,0,Medium Risk
C07760,792,0.46,3,0,Low Risk
C07761,646,0.55,1,0,Medium Risk
C07762,629,0.69,1,0,Medium Risk
C07763,623,0.69,2,0,Medium Risk
C07764,561,0.37,1,1,High Risk
C07765,614,0.27,0,0,Medium Risk
C07766,623,0.48,3,0,Medium Risk
C07767,778,0.53,3,0,Low Risk
C07768,663,0.28,1,0,Medium Risk
C07769,672,0.27,1,0,Medium Risk
C07770,653,0.23,2,0,Medium Risk
C07771,783,0.65,1,0,Low Risk
C07772,705,0.16,2,1,Medium Risk
C07773,607,0.25,0,0,Medium Risk
C07774,572,0.47,0,1,High Risk
C07775,643,0.38,4,0,Medium Risk
C07776,798,0.17,2,0,Low Risk
C07777,676,0.27,4,0,Medium Risk
C07778,794,0.34,1,0,Low Risk
C07779,844,0.68,1,0,Low Risk
C07780,850,0.34,0,0,Low Risk
C07781,660,0.17,2,0,Medium Risk
C07782,613,0.68,1,0,Medium Risk
C07783,760,0.36,3,0,Low Risk
C07784,590,0.18,1,1,High Risk
C07785,691,0.47,4,0,Medium Risk
C07786,609,0.59,2,1,Medium Risk
C07787,651,0.53,1,0,Medium Risk
C07788,681,0.29,3,0,Medium Risk
C07789,648,0.24,1,0,Medium Risk
C07790,756,0.63,2,0,Low Risk
C07791,711,0.22,6,1,Medium Risk
C07792,602,0.55,4,0,Medium Risk
C07793,610,0.11,1,0,Medium Risk
C07794,631,0.35,5,0,Medium Risk
C07795,806,0.69,3,0,Low Risk
C07796,755,0.48,4,0,Low Risk
C07797,511,0.29,2,0,High Risk
C07798,717,0.52,2,0,Medium Risk
C07799,850,0.31,3,0,Low Risk
C07800,718,0.66,8,0,Medium Risk
C07801,682,0.24,2,0,Medium Risk
C07802,633,0.29,0,0,Medium Risk
C07803,600,0.51,1,0,Medium Risk
C07804,713,0.58,2,0,Medium Risk
C07805,508,0.45,0,1,High Risk
C07806,629,0.27,1,0,Medium Risk
C07807,687,0.44,1,0,Medium Risk
C07808,789,0.23,2,0,Low Risk
C07809,552,0.13,4,0,High Risk
C07810,650,0.65,1,0,Medium Risk
C07811,746,0.39,2,0,Medium Risk
C07812,672,0.39,1,0,Medium Risk
C07813,806,0.55,4,0,Low Risk
C07814,739,0.44,1,0,Medium Risk
C07815,617,0.37,4,0,Medium Risk
C07816,692,0.58,3,0,Medium Risk
C07817,617,0.39,2,0,Medium Risk
C07818,682,0.65,3,0,Medium Risk
C07819,705,0.28,3,0,Medium Risk
C07820,750,0.12,2,0,Low Risk
C07821,708,0.19,1,1,Medium Risk
C07822,583,0.59,2,0,High Risk
C07823,513,0.66,3,1,High Risk
C07824,736,0.15,4,0,Medium Risk
C07825,500,0.65,1,0,High Risk
C07826,704,0.67,2,0,Medium Risk
C07827,604,0.55,0,0,Medium Risk
C07828,686,0.56,0,0,Medium Risk
C07829,675,0.1,1,0,Medium Risk
C07830,715,0.23,2,0,Medium Risk
C07831,689,0.23,4,0,Medium Risk
C07832,749,0.45,4,0,Medium Risk
C07833,711,0.49,1,0,Medium Risk
C07834,788,0.64,2,0,Low Risk
C07835,643,0.39,3,0,Medium Risk
C07836,590,0.4,0,0,High Risk
C07837,712,0.13,4,0,Medium Risk
C07838,679,0.7,1,0,Medium Risk
C07839,721,0.67,0,0,Medium Risk
C07840,682,0.14,1,1,Medium Risk
C07841,780,0.43,1,0,Low Risk
C07842,730,0.31,4,0,Medium Risk
C07843,579,0.36,2,0,High Risk
C07844,652,0.49,2,0,Medium Risk
C07845,703,0.35,2,0,Medium Risk
C07846,652,0.4,2,0,Medium Risk
C07847,633,0.26,1,0,Medium Risk
C07848,803,0.15,1,0,Low Risk
C07849,756,0.55,2,0,Low Risk
C07850,622,0.33,1,0,Medium Risk
C07851,769,0.63,2,0,Low Risk
C07852,760,0.67,2,1,Low Risk
C07853,742,0.15,1,0,Medium Risk
C07854,551,0.51,5,1,High Risk
C07855,703,0.59,1,0,Medium Risk
C07856,600,0.49,0,0,Medium Risk
C07857,671,0.3,3,0,Medium Risk
C07858,791,0.27,1,0,Low Risk
C07859,653,0.38,1,0,Medium Risk
C07860,675,0.26,5,0,Medium Risk
C07861,562,0.64,2,0,High Risk
C07862,702,0.13,0,0,Medium Risk
C07863,815,0.17,1,0,Low Risk
C07864,850,0.46,1,0,Low Risk
C07865,772,0.5,1,0,Low Risk
C07866,651,0.54,3,0,Medium Risk
C07867,732,0.27,1,0,Medium Risk
C07868,647,0.28,1,0,Medium Risk
C07869,704,0.35,2,0,Medium Risk
C07870,736,0.24,1,0,Medium Risk
C07871,566,0.33,3,1,High Risk
C07872,758,0.52,2,0,Low Risk
C07873,728,0.4,1,0,Medium Risk
C07874,622,0.68,1,0,Medium Risk
C07875,510,0.45,3,0,High Risk
C07876,708,0.3,6,0,Medium Risk
C07877,753,0.21,0,0,Low Risk
C07878,660,0.23,2,1,Medium Risk
C07879,660,0.11,4,0,Medium Risk
C07880,740,0.37,2,1,Medium Risk
C07881,632,0.68,2,0,Medium Risk
C07882,751,0.57,0,0,Low Risk
C07883,665,0.28,1,0,Medium Risk
C07884,710,0.58,2,0,Medium Risk
C07885,720,0.66,1,0,Medium Risk
C07886,830,0.5,0,0,Low Risk
C07887,714,0.41,1,0,Medium Risk
C07888,608,0.18,1,0,Medium Risk
C07889,642,0.15,1,0,Medium Risk
C07890,641,0.23,2,0,Medium Risk
C07891,736,0.5,0,0,Medium Risk
C07892,684,0.19,3,0,Medium Risk
C07893,689,0.42,1,0,Medium Risk
C07894,797,0.36,2,0,Low Risk
C07895,769,0.48,2,0,Low Risk
C07896,664,0.13,5,0,Medium Risk
C07897,845,0.69,0,0,Low Risk
C07898,850,0.51,1,0,Low Risk
C07899,614,0.53,1,0,Medium Risk
C07900,642,0.11,1,0,Medium Risk
C07901,592,0.15,1,0,High Risk
C07902,816,0.51,2,0,Low Risk
C07903,613,0.17,1,0,Medium Risk
C07904,644,0.64,2,0,Medium Risk
C07905,850,0.47,2,0,Low Risk
C07906,775,0.14,6,0,Low Risk
C07907,666,0.47,3,0,Medium Risk
C07908,687,0.58,5,0,Medium Risk
C07909,530,0.58,1,0,High Risk
C07910,684,0.34,2,0,Medium Risk
C07911,710,0.38,4,0,Medium Risk
C07912,593,0.54,2,0,High Risk
C07913,710,0.62,0,0,Medium Risk
C07914,850,0.58,3,0,Low Risk
C07915,822,0.46,2,0,Low Risk
C07916,831,0.53,1,0,Low Risk
C07917,663,0.49,1,0,Medium Risk
C07918,654,0.45,2,0,Medium Risk
C07919,742,0.65,1,0,Medium Risk
C07920,641,0.49,1,0,Medium Risk
C07921,753,0.33,1,0,Low Risk
C07922,777,0.68,1,0,Low Risk
C07923,850,0.67,1,0,Low Risk
C07924,571,0.57,0,0,High Risk
C07925,784,0.12,2,0,Low Risk
C07926,646,0.54,0,0,Medium Risk
C07927,826,0.12,0,0,Low Risk
C07928,723,0.14,2,0,Medium Risk
C07929,703,0.31,4,0,Medium Risk
C07930,776,0.29,0,0,Low Risk
C07931,778,0.44,0,0,Low Risk
C07932,656,0.25,1,0,Medium Risk
C07933,699,0.22,2,0,Medium Risk
C07934,636,0.5,1,0,Medium Risk
C07935,703,0.37,2,0,Medium Risk
C07936,775,0.13,2,0,Low Risk
C07937,829,0.37,1,0,Low Risk
C07938,525,0.56,1,0,High Risk
C07939,793,0.14,1,0,Low Risk
C07940,758,0.65,3,0,Low Risk
C07941,584,0.39,0,0,High Risk
C07942,547,0.41,6,1,High Risk
C07943,692,0.28,5,0,Medium Risk
C07944,683,0.49,1,0,Medium Risk
C07945,695,0.11,2,0,Medium Risk
C07946,828,0.54,1,0,Low Risk
C07947,554,0.16,6,0,High Risk
C07948,589,0.37,2,0,High Risk
C07949,567,0.19,1,1,High Risk
C07950,795,0.2,2,0,Low Risk
C07951,753,0.38,5,0,Low Risk
C07952,704,0.14,0,0,Medium Risk
C07953,644,0.19,3,0,Medium Risk
C07954,671,0.43,2,0,Medium Risk
C07955,655,0.52,1,0,Medium Risk
C07956,746,0.32,4,0,Medium Risk
C07957,850,0.62,4,0,Low Risk
C07958,591,0.2,4,0,High Risk
C07959,651,0.44,4,0,Medium Risk
C07960,669,0.15,2,0,Medium Risk
C07961,459,0.2,1,0,High Risk
C07962,769,0.65,0,0,Low Risk
C07963,697,0.7,1,0,Medium Risk
C07964,725,0.7,2,0,Medium Risk
C07965,637,0.58,4,0,Medium Risk
C07966,725,0.22,2,1,Medium Risk
C07967,677,0.27,2,0,Medium Risk
C07968,696,0.15,1,1,Medium Risk
C07969,789,0.13,2,0,Low Risk
C07970,723,0.54,0,0,Medium Risk
C07971,555,0.42,3,0,High Risk
C07972,682,0.5,2,0,Medium Risk
C07973,797,0.45,1,0,Low Risk
C07974,672,0.11,1,0,Medium Risk
C07975,758,0.29,4,0,Low Risk
C07976,828,0.51,2,0,Low Risk
C07977,769,0.62,2,0,Low Risk
C07978,735,0.19,1,0,Medium Risk
C07979,709,0.17,3,0,Medium Risk
C07980,669,0.68,4,0,Medium Risk
C07981,680,0.68,1,0,Medium Risk
C07982,815,0.55,3,0,Low Risk
C07983,750,0.14,0,0,Low Risk
C07984,676,0.48,3,0,Medium Risk
C07985,664,0.18,1,0,Medium Risk
C07986,697,0.61,2,0,Medium Risk
C07987,719,0.28,3,0,Medium Risk
C07988,658,0.39,1,0,Medium Risk
C07989,585,0.21,2,0,High Risk
C07990,738,0.54,0,0,Medium Risk
C07991,653,0.4,3,0,Medium Risk
C07992,635,0.52,1,0,Medium Risk
C07993,650,0.29,2,0,Medium Risk
C07994,631,0.33,2,0,Medium Risk
C07995,756,0.64,3,0,Low Risk
C07996,775,0.25,0,0,Low Risk
C07997,755,0.64,1,0,Low Risk
C07998,710,0.15,0,1,Medium Risk
C07999,576,0.2,3,0,High Risk
C08000,736,0.5,4,0,Medium Risk
C08001,850,0.7,0,0,Low Risk
C08002,673,0.66,1,0,Medium Risk
C08003,545,0.41,2,0,High Risk
C08004,755,0.42,3,0,Low Risk
C08005,530,0.44,0,0,High Risk
C08006,604,0.58,1,0,Medium Risk
C08007,667,0.43,3,0,Medium Risk
C08008,789,0.17,2,0,Low Risk
C08009,704,0.6,4,0,Medium Risk
C08010,636,0.63,2,0,Medium Risk
C08011,637,0.65,2,0,Medium Risk
C08012,592,0.35,4,0,High Risk
C08013,642,0.23,2,0,Medium Risk
C08014,670,0.17,3,0,Medium Risk
C08015,695,0.41,0,0,Medium Risk
C08016,745,0.27,0,0,Medium Risk
C08017,707,0.36,1,0,Medium Risk
C08018,583,0.16,3,0,High Risk
C08019,507,0.22,3,0,High Risk
C08020,633,0.36,1,0,Medium Risk
C08021,850,0.21,0,0,Low Risk
C08022,660,0.24,2,0,Medium Risk
C08023,705,0.11,2,0,Medium Risk
C08024,563,0.14,2,0,High Risk
C08025,639,0.17,1,0,Medium Risk
C08026,746,0.49,2,0,Medium Risk
C08027,737,0.19,2,0,Medium Risk
C08028,691,0.63,2,0,Medium Risk
C08029,726,0.57,2,0,Medium Risk
C08030,807,0.59,1,0,Low Risk
C08031,705,0.31,0,0,Medium Risk
C08032,838,0.13,2,0,Low Risk
C08033,724,0.15,3,1,Medium Risk
C08034,632,0.51,3,0,Medium Risk
C08035,619,0.65,2,0,Medium Risk
C08036,659,0.21,2,0,Medium Risk
C08037,679,0.62,2,0,Medium Risk
C08038,777,0.49,2,0,Low Risk
C08039,804,0.51,2,0,Low Risk
C08040,669,0.52,5,0,Medium Risk
C08041,733,0.14,4,0,Medium Risk
C08042,710,0.46,3,0,Medium Risk
C08043,674,0.39,3,0,Medium Risk
C08044,726,0.6,1,0,Medium Risk
C08045,742,0.36,4,0,Medium Risk
C08046,850,0.41,5,0,Low Risk
C08047,843,0.45,1,0,Low Risk
C08048,807,0.45,2,0,Low Risk
C08049,669,0.34,7,0,Medium Risk
C08050,592,0.2,3,1,High Risk
C08051,731,0.25,4,0,Medium Risk
C08052,529,0.35,2,0,High Risk
C08053,681,0.47,1,1,Medium Risk
C08054,734,0.37,1,0,Medium Risk
C08055,596,0.57,5,0,High Risk
C08056,716,0.45,6,0,Medium Risk
C08057,766,0.31,1,0,Low Risk
C08058,683,0.4,4,1,Medium Risk
C08059,697,0.32,2,0,Medium Risk
C08060,756,0.12,1,0,Low Risk
C08061,845,0.27,2,0,Low Risk
C08062,711,0.37,4,0,Medium Risk
C08063,751,0.25,0,0,Low Risk
C08064,663,0.53,3,0,Medium Risk
C08065,752,0.62,3,0,Low Risk
C08066,755,0.28,1,0,Low Risk
C08067,734,0.11,5,0,Medium Risk
C08068,845,0.63,1,0,Low Risk
C08069,666,0.45,1,0,Medium Risk
C08070,693,0.1,2,0,Medium Risk
C08071,819,0.4,1,0,Low Risk
C08072,663,0.16,2,0,Medium Risk
C08073,763,0.5,1,0,Low Risk
C08074,850,0.42,4,0,Low Risk
C08075,763,0.65,1,0,Low Risk
C08076,731,0.34,1,0,Medium Risk
C08077,676,0.65,1,0,Medium Risk
C08078,795,0.6,1,0,Low Risk
C08079,600,0.55,4,0,Medium Risk
C08080,561,0.36,2,0,High Risk
C08081,610,0.35,2,0,Medium Risk
C08082,694,0.34,2,0,Medium Risk
C08083,586,0.13,3,0,High Risk
C08084,850,0.46,4,0,Low Risk
C08085,617,0.58,1,0,Medium Risk
C08086,773,0.55,0,0,Low Risk
C08087,627,0.45,2,0,Medium Risk
C08088,689,0.31,4,0,Medium Risk
C08089,698,0.52,1,1,Medium Risk
C08090,594,0.42,4,0,High Risk
C08091,692,0.6,2,0,Medium Risk
C08092,820,0.26,0,0,Low Risk
C08093,676,0.16,1,0,Medium Risk
C08094,713,0.1,3,0,Medium Risk
C08095,720,0.55,3,0,Medium Risk
C08096,725,0.46,0,0,Medium Risk
C08097,532,0.14,2,0,High Risk
C08098,761,0.6,2,0,Low Risk
C08099,740,0.39,1,0,Medium Risk
C08100,696,0.38,0,0,Medium Risk
C08101,813,0.51,3,0,Low Risk
C08102,789,0.48,3,0,Low Risk
C08103,727,0.24,0,0,Medium Risk
C08104,648,0.49,1,0,Medium Risk
C08105,671,0.61,2,1,Medium Risk
C08106,682,0.34,3,0,Medium Risk
C08107,745,0.27,3,0,Medium Risk
C08108,689,0.14,1,0,Medium Risk
C08109,713,0.46,6,0,Medium Risk
C08110,584,0.55,1,0,High Risk
C08111,766,0.68,1,0,Low Risk
C08112,800,0.47,3,0,Low Risk
C08113,657,0.37,1,0,Medium Risk
C08114,650,0.66,1,1,Medium Risk
C08115,632,0.21,0,0,Medium Risk
C08116,850,0.53,1,0,Low Risk
C08117,763,0.3,2,0,Low Risk
C08118,687,0.62,2,0,Medium Risk
C08119,635,0.55,2,0,Medium Risk
C08120,598,0.3,2,0,High Risk
C08121,762,0.56,2,0,Low Risk
C08122,666,0.63,3,0,Medium Risk
C08123,731,0.25,4,0,Medium Risk
C08124,815,0.44,1,0,Low Risk
C08125,598,0.35,4,0,High Risk
C08126,633,0.66,0,0,Medium Risk
C08127,737,0.68,2,0,Medium Risk
C08128,671,0.16,2,0,Medium Risk
C08129,675,0.43,1,1,Medium Risk
C08130,765,0.42,1,0,Low Risk
C08131,757,0.62,3,0,Low Risk
C08132,659,0.57,5,1,Medium Risk
C08133,641,0.27,1,0,Medium Risk
C08134,684,0.41,1,0,Medium Risk
C08135,791,0.33,2,0,Low Risk
C08136,543,0.31,4,0,High Risk
C08137,680,0.54,5,0,Medium Risk
C08138,747,0.46,3,0,Medium Risk
C08139,635,0.22,1,0,Medium Risk
C08140,566,0.47,0,0,High Risk
C08141,593,0.38,4,1,High Risk
C08142,721,0.3,2,0,Medium Risk
C08143,682,0.14,3,1,Medium Risk
C08144,519,0.66,1,1,High Risk
C08145,645,0.62,2,0,Medium Risk
C08146,804,0.28,3,0,Low Risk
C08147,684,0.43,0,0,Medium Risk
C08148,742,0.62,4,0,Medium Risk
C08149,681,0.41,4,0,Medium Risk
C08150,763,0.19,3,0,Low Risk
C08151,743,0.38,3,0,Medium Risk
C08152,691,0.29,2,0,Medium Risk
C08153,610,0.37,2,1,Medium Risk
C08154,729,0.61,1,0,Medium Risk
C08155,565,0.35,4,0,High Risk
C08156,734,0.58,3,0,Medium Risk
C08157,768,0.24,4,0,Low Risk
C08158,645,0.46,5,0,Medium Risk
C08159,585,0.36,1,0,High Risk
C08160,778,0.68,2,0,Low Risk
C08161,690,0.1,0,0,Medium Risk
C08162,674,0.32,2,0,Medium Risk
C08163,706,0.59,0,0,Medium Risk
C08164,648,0.33,2,0,Medium Risk
C08165,550,0.23,3,0,High Risk
C08166,639,0.61,3,0,Medium Risk
C08167,692,0.46,1,0,Medium Risk
C08168,692,0.43,0,1,Medium Risk
C08169,531,0.34,2,0,High Risk
C08170,666,0.19,2,0,Medium Risk
C08171,838,0.45,1,0,Low Risk
C08172,694,0.4,1,0,Medium Risk
C08173,768,0.34,5,0,Low Risk
C08174,742,0.15,3,0,Medium Risk
C08175,632,0.49,2,0,Medium Risk
C08176,634,0.48,0,0,Medium Risk
C08177,726,0.44,4,0,Medium Risk
C08178,641,0.18,4,0,Medium Risk
C08179,793,0.28,2,0,Low Risk
C08180,662,0.38,1,0,Medium Risk
C08181,764,0.54,2,0,Low Risk
C08182,724,0.23,0,0,Medium Risk
C08183,733,0.58,4,0,Medium Risk
C08184,634,0.29,2,1,Medium Risk
C08185,787,0.5,2,0,Low Risk
C08186,850,0.66,1,0,Low Risk
C08187,606,0.53,2,0,Medium Risk
C08188,774,0.14,1,0,Low Risk
C08189,690,0.33,3,0,Medium Risk
C08190,617,0.45,1,1,Medium Risk
C08191,594,0.5,1,0,High Risk
C08192,612,0.31,5,0,Medium Risk
C08193,624,0.36,4,0,Medium Risk
C08194,585,0.33,1,1,High Risk
C08195,789,0.52,2,0,Low Risk
C08196,689,0.65,3,0,Medium Risk
C08197,727,0.57,1,0,Medium Risk
C08198,586,0.26,1,0,High Risk
C08199,798,0.42,1,0,Low Risk
C08200,642,0.39,1,0,Medium Risk
C08201,806,0.11,3,0,Low Risk
C08202,730,0.66,1,0,Medium Risk
C08203,603,0.38,0,0,Medium Risk
C08204,722,0.67,0,0,Medium Risk
C08205,687,0.5,3,0,Medium Risk
C08206,602,0.52,0,0,Medium Risk
C08207,593,0.36,2,0,High Risk
C08208,763,0.61,0,0,Low Risk
C08209,798,0.21,2,0,Low Risk
C08210,596,0.68,1,1,High Risk
C08211,699,0.47,0,0,Medium Risk
C08212,557,0.3,1,0,High Risk
C08213,765,0.54,4,0,Low Risk
C08214,696,0.55,1,0,Medium Risk
C08215,570,0.56,2,0,High Risk
C08216,649,0.28,0,0,Medium Risk
C08217,640,0.12,2,0,Medium Risk
C08218,612,0.63,0,1,Medium Risk
C08219,775,0.58,0,0,Low Risk
C08220,614,0.34,5,0,Medium Risk
C08221,841,0.2,4,0,Low Risk
C08222,767,0.38,2,0,Low Risk
C08223,660,0.28,1,0,Medium Risk
C08224,850,0.22,0,0,Low Risk
C08225,657,0.39,1,0,Medium Risk
C08226,565,0.6,2,0,High Risk
C08227,779,0.45,0,0,Low Risk
C08228,612,0.39,1,1,Medium Risk
C08229,802,0.7,2,0,Low Risk
C08230,565,0.56,2,0,High Risk
C08231,613,0.18,3,1,Medium Risk
C08232,641,0.35,3,0,Medium Risk
C08233,741,0.38,2,0,Medium Risk
C08234,646,0.47,2,0,Medium Risk
C08235,641,0.51,1,0,Medium Risk
C08236,749,0.3,3,0,Medium Risk
C08237,795,0.32,3,0,Low Risk
C08238,663,0.16,1,0,Medium Risk
C08239,600,0.15,3,1,Medium Risk
C08240,820,0.55,1,0,Low Risk
C08241,676,0.66,1,0,Medium Risk
C08242,727,0.22,2,0,Medium Risk
C08243,647,0.65,3,0,Medium Risk
C08244,655,0.31,0,0,Medium Risk
C08245,647,0.63,2,0,Medium Risk
C08246,765,0.12,4,0,Low Risk
C08247,797,0.15,0,0,Low Risk
C08248,643,0.36,4,0,Medium Risk
C08249,654,0.61,0,0,Medium Risk
C08250,800,0.37,0,1,Low Risk
C08251,850,0.6,2,0,Low Risk
C08252,741,0.3,2,0,Medium Risk
C08253,721,0.18,2,0,Medium Risk
C08254,850,0.66,0,0,Low Risk
C08255,712,0.15,0,0,Medium Risk
C08256,712,0.52,2,0,Medium Risk
C08257,648,0.63,3,0,Medium Risk
C08258,753,0.17,3,0,Low Risk
C08259,634,0.41,0,0,Medium Risk
C08260,652,0.13,0,0,Medium Risk
C08261,665,0.38,0,0,Medium Risk
C08262,742,0.57,2,1,Medium Risk
C08263,664,0.28,1,0,Medium Risk
C08264,770,0.24,1,0,Low Risk
C08265,603,0.25,0,0,Medium Risk
C08266,660,0.57,2,0,Medium Risk
C08267,700,0.68,0,0,Medium Risk
C08268,707,0.24,4,0,Medium Risk
C08269,756,0.14,1,0,Low Risk
C08270,609,0.18,1,1,Medium Risk
C08271,695,0.48,5,0,Medium Risk
C08272,603,0.51,2,0,Medium Risk
C08273,748,0.37,0,0,Medium Risk
C08274,649,0.15,3,0,Medium Risk
C08275,764,0.66,0,0,Low Risk
C08276,691,0.66,4,1,Medium Risk
C08277,701,0.34,1,0,Medium Risk
C08278,850,0.59,0,0,Low Risk
C08279,780,0.64,4,0,Low Risk
C08280,752,0.4,2,0,Low Risk
C08281,691,0.46,2,1,Medium Risk
C08282,658,0.54,3,0,Medium Risk
C08283,647,0.63,2,0,Medium Risk
C08284,815,0.15,2,0,Low Risk
C08285,636,0.13,4,0,Medium Risk
C08286,741,0.51,0,0,Medium Risk
C08287,640,0.13,4,0,Medium Risk
C08288,613,0.16,2,0,Medium Risk
C08289,655,0.35,4,0,Medium Risk
C08290,755,0.21,0,0,Low Risk
C08291,787,0.64,1,0,Low Risk
C08292,712,0.3,1,0,Medium Risk
C08293,680,0.45,2,0,Medium Risk
C08294,743,0.11,3,0,Medium Risk
C08295,677,0.41,5,0,Medium Risk
C08296,658,0.59,3,0,Medium Risk
C08297,612,0.68,4,0,Medium Risk
C08298,790,0.51,4,0,Low Risk
C08299,645,0.22,2,0,Medium Risk
C08300,606,0.32,0,0,Medium Risk
C08301,673,0.19,2,0,Medium Risk
C08302,772,0.3,4,0,Low Risk
C08303,758,0.44,2,0,Low Risk
C08304,676,0.39,2,1,Medium Risk
C08305,652,0.62,1,0,Medium Risk
C08306,850,0.22,1,0,Low Risk
C08307,624,0.36,1,0,Medium Risk
C08308,694,0.48,5,0,Medium Risk
C08309,635,0.69,0,0,Medium Risk
C08310,771,0.23,2,0,Low Risk
C08311,773,0.6,3,0,Low Risk
C08312,600,0.47,1,0,Medium Risk
C08313,712,0.18,3,0,Medium Risk
C08314,482,0.57,2,0,High Risk
C08315,704,0.2,1,0,Medium Risk
C08316,445,0.52,0,0,High Risk
C08317,723,0.24,1,0,Medium Risk
C08318,666,0.38,0,0,Medium Risk
C08319,566,0.57,3,0,High Risk
C08320,741,0.48,2,0,Medium Risk
C08321,696,0.54,1,0,Medium Risk
C08322,610,0.58,2,0,Medium Risk
C08323,757,0.12,5,0,Low Risk
C08324,685,0.39,1,0,Medium Risk
C08325,728,0.69,5,0,Medium Risk
C08326,662,0.58,1,0,Medium Risk
C08327,677,0.32,1,0,Medium Risk
C08328,831,0.27,2,0,Low Risk
C08329,639,0.52,2,0,Medium Risk
C08330,716,0.18,1,0,Medium Risk
C08331,717,0.63,1,0,Medium Risk
C08332,587,0.15,2,1,High Risk
C08333,718,0.44,0,0,Medium Risk
C08334,547,0.61,0,0,High Risk
C08335,850,0.53,2,0,Low Risk
C08336,818,0.39,0,0,Low Risk
C08337,513,0.24,3,0,High Risk
C08338,791,0.46,4,0,Low Risk
C08339,698,0.68,4,0,Medium Risk
C08340,557,0.16,1,0,High Risk
C08341,529,0.12,1,0,High Risk
C08342,686,0.35,1,0,Medium Risk
C08343,839,0.45,1,0,Low Risk
C08344,850,0.31,0,0,Low Risk
C08345,716,0.53,3,1,Medium Risk
C08346,600,0.41,1,1,Medium Risk
C08347,850,0.31,1,0,Low Risk
C08348,606,0.58,2,0,Medium Risk
C08349,659,0.16,3,0,Medium Risk
C08350,751,0.12,2,0,Low Risk
C08351,808,0.13,4,0,Low Risk
C08352,587,0.59,0,1,High Risk
C08353,688,0.58,2,0,Medium Risk
C08354,748,0.6,5,0,Medium Risk
C08355,473,0.27,4,1,High Risk
C08356,523,0.39,2,0,High Risk
C08357,542,0.29,1,0,High Risk
C08358,713,0.45,2,0,Medium Risk
C08359,743,0.61,0,0,Medium Risk
C08360,798,0.11,2,0,Low Risk
C08361,719,0.44,4,0,Medium Risk
C08362,850,0.22,3,0,Low Risk
